timestamp,x,y,z
51.22,0.0001711741806984463,0.00022036971342385934,1.9794318502375978
51.228,0.00017070926896048695,0.00021953191585096264,1.9800396104058642
51.24,0.00017047567819734684,0.00021820443406805505,1.9808363721472992
51.248,0.0001702259538220953,0.00021774254565788098,1.9812905310859592
51.26,0.0001693856501209128,0.00021769385981542175,1.981856277078855
51.268,0.0001684964724761513,0.00021779314199749702,1.9821566742620147
51.28,0.00016709696325838073,0.0002177709666591412,1.9824920941127726
51.288,0.00016659841068983254,0.00021749457613738895,1.9826385904914654
51.3,0.00016651976038984043,0.0002169992029246302,1.9827421264707727
51.308,0.00016662374533035174,0.00021706827570560142,1.9827332700289366
51.32,0.0001666422673511822,0.00021785267058355945,1.9826032174885728
51.328,0.00016640393536125001,0.00021860406108887675,1.9824389447324147
51.34,0.00016596819765290477,0.00021968018113383036,1.982076234101071
51.348,0.00016607321065657924,0.00022012139973466517,1.9817566405788718
51.36,0.0001669174959036168,0.00022058652886908193,1.9811600742349729
51.368,0.000167724515927514,0.00022119570577471025,1.9806838429712847
51.38,0.0001689050501509829,0.00022273658945152043,1.9798517733301042
51.388,0.00016941695526005908,0.00022405366308714698,1.9792188843604557
51.4,0.00016997522175643228,0.0002260485934605887,1.9781524136785325
51.408,0.00017063364065495972,0.00022704150034507205,1.977363161124792
51.42,0.00017224438933766513,0.00022813593479085559,1.9760614026962149
51.428,0.00017362027692555265,0.0002290103404803482,1.975114566003078
51.44,0.00017571906488244123,0.00023083960733384,1.9735758638101477
51.448,0.0001767765374686096,0.00023239751051579976,1.972471424711787
51.46,0.00017794587142663072,0.0002348051632323467,1.9706970022624222
51.468,0.00017884922755377904,0.0002359834873677775,1.969435430214423
51.48,0.00018070527293143597,0.00023709762148032851,1.9674246811398934
51.488,0.00018228478878369063,0.00023769882370224958,1.9660048237032697
51.5,0.0001847306632739205,0.0002387478699772488,1.9637560305493622
51.508,0.000185927257591977,0.00023968004499780814,1.9621778343955478
51.52,0.00018704690196409059,0.00024110364320951373,1.9596922922467048
51.528,0.00018762610260294788,0.00024160884274399184,1.9579563781607547
51.54,0.00018860955787979253,0.00024161917680635378,1.9552337330821747
51.548,0.00018949435528213426,0.00024135328433501775,1.9533389980885287
51.56,0.0001908580712450567,0.0002409321905925135,1.9503774433447072
51.568,0.00019133488945069634,0.00024086733507558167,1.9483237510385087
51.58,0.00019130444967904413,0.00024086513417018402,1.9451245086783362
51.588,0.0001909970512598729,0.0002404913796052668,1.9429125444098063
51.6,0.0001904973969915424,0.00023919804476834572,1.9394754925218387
51.608,0.00019038935393575474,0.00023798001905816024,1.9371042781014018
51.62,0.00019035691802787624,0.00023603037407828812,1.933427687501381
51.628,0.00018999163021544141,0.0002349881765967052,1.93089708909516
51.64,0.00018873289246275707,0.00023368974983313875,1.9269821804231508
51.648,0.00018753175237583403,0.00023258747936368747,1.9242929936211255
51.66,0.0001856029068521122,0.00023028574939369182,1.9201403564021056
51.668,0.00018459442530238706,0.00022833276674357383,1.917292931113861
51.68,0.00018339945893185714,0.0002252093246210463,1.9129039908032304
51.688,0.00018241141689757739,0.00022346225826608374,1.9099005012123604
51.7,0.00018032727406647262,0.0002213482564319212,1.9052803935795213
51.708,0.00017852866103827998,0.0002199732089873807,1.9021253479507052
51.72,0.0001756529828730954,0.00021760669992459562,1.8972820667453725
51.728,0.0001741008720145463,0.00021570580663550428,1.8939811731289706
51.74,0.00017234304188963386,0.00021270547898983978,1.8889238259134968
51.748,0.00017126700763541578,0.0002110690436524475,1.8854839495343327
51.76,0.00016943161797539357,0.00020923090018721684,1.8802244880365018
51.768,0.00016790948677778057,0.0002081801141774734,1.8766548553127909
51.78,0.00016548103563279837,0.00020648424905115649,1.8712087075194783
