[INFO] [1685191045.597303, 0.000000]: Iniciando os testes...
[INFO] [1685191061.014419, 978.460000]: Aguardando carregamento dos módulos do controlador de voo...
[INFO] [1685191061.017164, 978.460000]: Iniciando os testes...
0.4
############## points_cloud
(-1.9141443967819214, -1.5286004543304443, 5.019000053405762)
(-1.849833607673645, -1.5474833250045776, 5.081000328063965)
(-1.8034881353378296, -1.5840308666229248, 5.201000213623047)
(-0.9665977954864502, -0.8935871124267578, 2.934000253677368)
(-0.9023858904838562, -0.8804908990859985, 2.8910000324249268)
(-0.8464437127113342, -0.8743996620178223, 2.871000051498413)
(-0.7953566908836365, -0.8728768229484558, 2.866000175476074)
(-0.7467846274375916, -0.87409508228302, 2.870000123977661)
(-0.7005029916763306, -0.8783589601516724, 2.884000062942505)
(-0.6559924483299255, -0.8856685161590576, 2.9080002307891846)
(-0.6131502985954285, -0.896632730960846, 2.944000244140625)
(-0.5732628107070923, -0.9142974019050598, 3.002000093460083)
(5.263437747955322, -2.7261412143707275, 8.951000213623047)
(5.273711204528809, -2.653350591659546, 8.712000846862793)
(5.3161821365356445, -2.6003568172454834, 8.538000106811523)
(5.375027656555176, -2.5580224990844727, 8.39900016784668)
(5.444835662841797, -2.5229978561401367, 8.284000396728516)
(5.520780563354492, -2.492541551589966, 8.184000015258789)
(-4.346077919006348, -2.2514803409576416, 7.838000297546387)
(-4.0777130126953125, -2.1805291175842285, 7.591000556945801)
(-3.9067962169647217, -2.158698081970215, 7.515000343322754)
(-3.758613348007202, -2.1483569145202637, 7.479000568389893)
(-3.624293088912964, -2.145484447479248, 7.469000339508057)
(-3.4996776580810547, -2.1483569145202637, 7.479000568389893)
(-3.3823766708374023, -2.1561129093170166, 7.506000518798828)
(-2.1704607009887695, -1.4388447999954224, 5.009000301361084)
(-2.071270704269409, -1.430227279663086, 4.979000091552734)
(-1.9874721765518188, -1.4319506883621216, 4.985000133514404)
(-1.9141443967819214, -1.441717267036438, 5.019000053405762)
(-1.849469542503357, -1.4592397212982178, 5.080000400543213)
(-1.8031413555145264, -1.493709921836853, 5.200000286102295)
(-0.9665977954864502, -0.8427971005439758, 2.934000253677368)
(-0.9023858904838562, -0.8304452300071716, 2.8910000324249268)
(-0.8464437127113342, -0.8247002363204956, 2.871000051498413)
(-0.7953566908836365, -0.823263943195343, 2.866000175476074)
(-0.7467846274375916, -0.8244129419326782, 2.870000123977661)
(-0.7005029916763306, -0.8284344673156738, 2.884000062942505)
(-0.6559924483299255, -0.8353285193443298, 2.9080002307891846)
(-0.6131502985954285, -0.8456696271896362, 2.944000244140625)
(-0.5732628107070923, -0.8623301982879639, 3.002000093460083)
(5.403253555297852, -2.5640103816986084, 8.926000595092773)
(5.423277854919434, -2.5019640922546387, 8.710000038146973)
(5.468461990356445, -2.4545674324035645, 8.545000076293945)
(5.536853313446045, -2.4198100566864014, 8.42400074005127)
(5.605777740478516, -2.3870632648468018, 8.3100004196167)
(-4.126699924468994, -2.142791986465454, 7.938000202178955)
(-3.9103851318359375, -2.1004114151000977, 7.781000137329102)
(-3.746574640274048, -2.084214925765991, 7.7210001945495605)
(-3.60589861869812, -2.0801658630371094, 7.706000328063965)
(-3.481513738632202, -2.085564613342285, 7.7260003089904785)
(-2.1704607009887695, -1.3521347045898438, 5.009000301361084)
(-2.071270704269409, -1.3440364599227905, 4.979000091552734)
(-1.9874721765518188, -1.345656156539917, 4.985000133514404)
(-1.9137630462646484, -1.3545641899108887, 5.01800012588501)
(-1.849469542503357, -1.3713005781173706, 5.080000400543213)
(-1.80244779586792, -1.403153657913208, 5.198000431060791)
(-0.9669272303581238, -0.7922769784927368, 2.93500018119812)
(-0.9023858904838562, -0.7803995609283447, 2.8910000324249268)
(-0.8467385768890381, -0.7752707004547119, 2.872000217437744)
(-0.7953566908836365, -0.7736510634422302, 2.866000175476074)
(-0.7467846274375916, -0.7747308015823364, 2.870000123977661)
(-0.7005029916763306, -0.7785099744796753, 2.884000062942505)
(-0.6559924483299255, -0.7849885821342468, 2.9080002307891846)
(-0.6129419803619385, -0.794436514377594, 2.943000078201294)
(-0.5730718970298767, -0.810093104839325, 3.001000165939331)
(5.593883991241455, -2.4251503944396973, 8.984000205993652)
(5.607973575592041, -2.3654935359954834, 8.76300048828125)
(5.6591057777404785, -2.324192523956299, 8.610000610351562)
(5.726527690887451, -2.291529655456543, 8.48900032043457)
(-3.7674400806427, -1.9614208936691284, 7.764000415802002)
(-3.6091740131378174, -1.94853675365448, 7.713000297546387)
(-3.491427421569824, -1.95737886428833, 7.748000144958496)
(-2.1704607009887695, -1.2654247283935547, 5.009000301361084)
(-2.071270704269409, -1.2578457593917847, 4.979000091552734)
(-1.9874721765518188, -1.2593616247177124, 4.985000133514404)
(-1.9137630462646484, -1.2676984071731567, 5.01800012588501)
(-1.8491054773330688, -1.2831088304519653, 5.079000473022461)
(-1.8021010160446167, -1.3129191398620605, 5.197000026702881)
(-0.9669272303581238, -0.74146968126297, 2.93500018119812)
(-0.9023858904838562, -0.7303539514541626, 2.8910000324249268)
(-0.8467385768890381, -0.7255539298057556, 2.872000217437744)
(-0.7953566908836365, -0.7240381836891174, 2.866000175476074)
(-0.7467846274375916, -0.7250486612319946, 2.870000123977661)
(-0.7005029916763306, -0.7285855412483215, 2.884000062942505)
(-0.6559924483299255, -0.7346486449241638, 2.9080002307891846)
(-0.6129419803619385, -0.7434906959533691, 2.943000078201294)
(-0.5730718970298767, -0.7581432461738586, 3.001000165939331)
(7.331076622009277, -2.9744679927825928, 11.77400016784668)
(7.326267242431641, -2.892110586166382, 11.44800090789795)
(5.891122817993164, -2.264324426651001, 8.963000297546387)
(5.91810941696167, -2.216324806213379, 8.773000717163086)
(-3.767925500869751, -1.8272547721862793, 7.765000343322754)
(-3.6091740131378174, -1.8150181770324707, 7.713000297546387)
(-3.491427421569824, -1.8232543468475342, 7.748000144958496)
(-2.170894145965576, -1.1789499521255493, 5.010000228881836)
(-2.071270704269409, -1.1716550588607788, 4.979000091552734)
(-1.9874721765518188, -1.1730669736862183, 4.985000133514404)
(-1.9137630462646484, -1.1808325052261353, 5.01800012588501)
(-1.8491054773330688, -1.195186972618103, 5.079000473022461)
(-1.801754355430603, -1.222719430923462, 5.196000099182129)
(-0.9669272303581238, -0.6906623244285583, 2.93500018119812)
(-0.9023858904838562, -0.6803082823753357, 2.8910000324249268)
(-0.8467385768890381, -0.6758372187614441, 2.872000217437744)
(-0.7953566908836365, -0.6744253039360046, 2.866000175476074)
(-0.7467846274375916, -0.6753665804862976, 2.870000123977661)
(-0.7005029916763306, -0.678661048412323, 2.884000062942505)
(-0.6557669043540955, -0.6840733885765076, 2.9070000648498535)
(-0.6129419803619385, -0.6925448775291443, 2.943000078201294)
(-0.5728809237480164, -0.7059580683708191, 3.000000238418579)
(7.4472198486328125, -2.7384114265441895, 11.63700008392334)
(7.472517490386963, -2.6753456592559814, 11.369000434875488)
(7.538455486297607, -2.6296937465667725, 11.175000190734863)
(-3.7684106826782227, -1.6930540800094604, 7.766000270843506)
(-3.6091740131378174, -1.6814996004104614, 7.713000297546387)
(-3.491427421569824, -1.6891299486160278, 7.748000144958496)
(-2.170894145965576, -1.0922225713729858, 5.010000228881836)
(-2.071270704269409, -1.085464358329773, 4.979000091552734)
(-1.9874721765518188, -1.0867724418640137, 4.985000133514404)
(-1.9137630462646484, -1.0939667224884033, 5.01800012588501)
(-1.8487414121627808, -1.107047200202942, 5.078000068664551)
(-1.8010607957839966, -1.132336139678955, 5.194000244140625)
(-0.9672566652297974, -0.6400730013847351, 2.936000108718872)
(-0.9023858904838562, -0.6302626132965088, 2.8910000324249268)
(-0.8467385768890381, -0.6261204481124878, 2.872000217437744)
(-0.7953566908836365, -0.6248123645782471, 2.866000175476074)
(-0.7467846274375916, -0.6256844401359558, 2.870000123977661)
(-0.7005029916763306, -0.6287365555763245, 2.884000062942505)
(-0.6557669043540955, -0.6337507367134094, 2.9070000648498535)
(-0.6129419803619385, -0.6415990591049194, 2.943000078201294)
(-0.5728809237480164, -0.6540254950523376, 3.000000238418579)
(7.629605293273926, -2.5306427478790283, 11.608000755310059)
(7.668650150299072, -2.478320598602295, 11.368000984191895)
(-3.7684106826782227, -1.5586180686950684, 7.766000270843506)
(-3.6091740131378174, -1.5479810237884521, 7.713000297546387)
(-3.4909768104553223, -1.554804801940918, 7.747000217437744)
(-2.170894145965576, -1.005495309829712, 5.010000228881836)
(-2.071270704269409, -0.9992736577987671, 4.979000091552734)
(-1.9870734214782715, -1.0002771615982056, 4.984000205993652)
(-1.9133816957473755, -1.0069001913070679, 5.017000198364258)
(-1.8487414121627808, -1.019142746925354, 5.078000068664551)
(-1.8007140159606934, -1.0422229766845703, 5.193000316619873)
(-0.9672566652297974, -0.5892482995986938, 2.936000108718872)
(-0.9023858904838562, -0.5802169442176819, 2.8910000324249268)
(-0.8467385768890381, -0.5764036774635315, 2.872000217437744)
(-0.7953566908836365, -0.5751994848251343, 2.866000175476074)
(-0.7467846274375916, -0.576002299785614, 2.870000123977661)
(-0.7005029916763306, -0.5788120627403259, 2.884000062942505)
(-0.6557669043540955, -0.5834280848503113, 2.9070000648498535)
(-0.6127337217330933, -0.5904524922370911, 2.942000150680542)
(-0.5728809237480164, -0.602092981338501, 3.000000238418579)
(-0.5499477982521057, -0.63560950756073, 3.1670000553131104)
(7.912848472595215, -2.3541834354400635, 11.730000495910645)
(-3.7688958644866943, -1.4243654012680054, 7.767000198364258)
(-3.6091740131378174, -1.4144624471664429, 7.713000297546387)
(-3.4909768104553223, -1.420697569847107, 7.747000217437744)
(-2.170894145965576, -0.9187679290771484, 5.010000228881836)
(-2.071270704269409, -0.9130828976631165, 4.979000091552734)
(-1.9870734214782715, -0.9139998555183411, 4.984000205993652)
(-1.9133816957473755, -0.920051634311676, 5.017000198364258)
(-1.8483772277832031, -0.9310548305511475, 5.077000141143799)
(-1.8003672361373901, -0.9521443247795105, 5.192000389099121)
(-0.9675861597061157, -0.5386070609092712, 2.937000036239624)
(-0.9023858904838562, -0.530171275138855, 2.8910000324249268)
(-0.8467385768890381, -0.5266869068145752, 2.872000217437744)
(-0.7953566908836365, -0.5255866050720215, 2.866000175476074)
(-0.7467846274375916, -0.5263201594352722, 2.870000123977661)
(-0.7005029916763306, -0.5288875699043274, 2.884000062942505)
(-0.6557669043540955, -0.5331054329872131, 2.9070000648498535)
(-0.6127337217330933, -0.5395240187644958, 2.942000150680542)
(-0.572689950466156, -0.5499770641326904, 2.999000072479248)
(-0.5480377078056335, -0.578768789768219, 3.1560001373291016)
(-3.769381046295166, -1.290078043937683, 7.768000602722168)
(-3.6091740131378174, -1.2809438705444336, 7.713000297546387)
(-3.4905261993408203, -1.2864243984222412, 7.746000289916992)
(-2.1713273525238037, -0.8322066068649292, 5.011000156402588)
(-2.071270704269409, -0.8268921971321106, 4.979000091552734)
(-1.9870734214782715, -0.8277226090431213, 4.984000205993652)
(-1.9133816957473755, -0.8332030773162842, 5.017000198364258)
(-1.8483772277832031, -0.8431676626205444, 5.077000141143799)
(-1.800020456314087, -0.8621003031730652, 5.191000461578369)
(-0.9675861597061157, -0.4877651035785675, 2.937000036239624)
(-0.9026980400085449, -0.4802916646003723, 2.892000198364258)
(-0.8467385768890381, -0.4769701659679413, 2.872000217437744)
(-0.7953566908836365, -0.4759736955165863, 2.866000175476074)
(-0.7467846274375916, -0.4766380190849304, 2.870000123977661)
(-0.7002601027488708, -0.47879698872566223, 2.883000135421753)
(-0.6557669043540955, -0.4827828109264374, 2.9070000648498535)
(-0.6127337217330933, -0.48859548568725586, 2.942000150680542)
(-0.572689950466156, -0.49806180596351624, 2.999000072479248)
(-0.5461275577545166, -0.522308886051178, 3.1450002193450928)
(-3.769866466522217, -1.1557561159133911, 7.76900053024292)
(-3.6091740131378174, -1.1474252939224243, 7.713000297546387)
(-3.4905261993408203, -1.1523345708847046, 7.746000289916992)
(-2.1713273525238037, -0.7454619407653809, 5.011000156402588)
(-2.071270704269409, -0.7407014966011047, 4.979000091552734)
(-1.9870734214782715, -0.7414453029632568, 4.984000205993652)
(-1.9130003452301025, -0.7462058067321777, 5.016000270843506)
(-1.848013162612915, -0.755131721496582, 5.076000213623047)
(-1.79932701587677, -0.771942138671875, 5.189000129699707)
(-0.9679155945777893, -0.43707188963890076, 2.938000202178955)
(-0.9026980400085449, -0.43022871017456055, 2.892000198364258)
(-0.8467385768890381, -0.427253395318985, 2.872000217437744)
(-0.7953566908836365, -0.4263608157634735, 2.866000175476074)
(-0.7467846274375916, -0.4269558787345886, 2.870000123977661)
(-0.7002601027488708, -0.42888981103897095, 2.883000135421753)
(-0.6557669043540955, -0.4324601888656616, 2.9070000648498535)
(-0.6127337217330933, -0.43766695261001587, 2.942000150680542)
(-0.5724989771842957, -0.44599780440330505, 2.998000144958496)
(-0.5442174077033997, -0.4662298560142517, 3.134000062942505)
(-3.7703516483306885, -1.0213996171951294, 7.770000457763672)
(-3.6091740131378174, -1.013906717300415, 7.713000297546387)
(-3.4905261993408203, -1.018244743347168, 7.746000289916992)
(-2.1713273525238037, -0.6587172746658325, 5.011000156402588)
(-2.071270704269409, -0.6545107960700989, 4.979000091552734)
(-1.9870734214782715, -0.6551680564880371, 4.984000205993652)
(-1.9130003452301025, -0.6593745946884155, 5.016000270843506)
(-1.848013162612915, -0.6672618389129639, 5.076000213623047)
(-1.7989802360534668, -0.6819847226142883, 5.188000202178955)
(-0.9679155945777893, -0.38621261715888977, 2.938000202178955)
(-0.9026980400085449, -0.3801657259464264, 2.892000198364258)
(-0.8467385768890381, -0.3775366246700287, 2.872000217437744)
(-0.7953566908836365, -0.37674790620803833, 2.866000175476074)
(-0.7467846274375916, -0.3772737383842468, 2.870000123977661)
(-0.7002601027488708, -0.37898263335227966, 2.883000135421753)
(-0.6555413007736206, -0.38200607895851135, 2.9060001373291016)
(-0.6127337217330933, -0.38673844933509827, 2.942000150680542)
(-0.5724989771842957, -0.3940998613834381, 2.998000144958496)
(-0.5428282022476196, -0.4109260141849518, 3.126000165939331)
(-3.7703516483306885, -0.8868942856788635, 7.770000457763672)
(-3.6091740131378174, -0.8803881406784058, 7.713000297546387)
(-3.4900755882263184, -0.8840407133102417, 7.74500036239624)
(-2.1713273525238037, -0.5719726085662842, 5.011000156402588)
(-2.071270704269409, -0.5683200359344482, 4.979000091552734)
(-1.9870734214782715, -0.5688907504081726, 4.984000205993652)
(-1.9130003452301025, -0.5725433826446533, 5.016000270843506)
(-1.847649097442627, -0.5792778134346008, 5.075000286102295)
(-1.7986334562301636, -0.5920618772506714, 5.187000274658203)
(-0.9682450294494629, -0.33546748757362366, 2.939000129699707)
(-0.9026980400085449, -0.33010274171829224, 2.892000198364258)
(-0.8467385768890381, -0.3278198838233948, 2.872000217437744)
(-0.7953566908836365, -0.32713502645492554, 2.866000175476074)
(-0.7467846274375916, -0.32759159803390503, 2.870000123977661)
(-0.7002601027488708, -0.3290754556655884, 2.883000135421753)
(-0.6555413007736206, -0.33170074224472046, 2.9060001373291016)
(-0.612525463104248, -0.3356957733631134, 2.94100022315979)
(-0.5723080635070801, -0.3420878052711487, 2.997000217437744)
(-0.5424808859825134, -0.35658401250839233, 3.124000072479248)
(-3.77083683013916, -0.7524858713150024, 7.771000385284424)
(-3.6091740131378174, -0.7468695640563965, 7.713000297546387)
(-3.4900755882263184, -0.7499681711196899, 7.74500036239624)
(-2.1717607975006104, -0.48532480001449585, 5.01200008392334)
(-2.071270704269409, -0.4821293354034424, 4.979000091552734)
(-1.9870734214782715, -0.4826135039329529, 4.984000205993652)
(-1.9130003452301025, -0.4857121407985687, 5.016000270843506)
(-1.847649097442627, -0.4914252460002899, 5.075000286102295)
(-1.7986334562301636, -0.502270519733429, 5.187000274658203)
(-0.9682450294494629, -0.2845908999443054, 2.939000129699707)
(-0.9026980400085449, -0.2800397574901581, 2.892000198364258)
(-0.8467385768890381, -0.2781031131744385, 2.872000217437744)
(-0.7953566908836365, -0.27752211689949036, 2.866000175476074)
(-0.7467846274375916, -0.27790945768356323, 2.870000123977661)
(-0.7002601027488708, -0.2791682779788971, 2.883000135421753)
(-0.6555413007736206, -0.28139543533325195, 2.9060001373291016)
(-0.612525463104248, -0.28478455543518066, 2.94100022315979)
(-0.5723080635070801, -0.290207177400589, 2.997000217437744)
(-0.5423072576522827, -0.3024080991744995, 3.123000144958496)
(-3.771322250366211, -0.6180427670478821, 7.772000312805176)
(-3.6091740131378174, -0.6133509874343872, 7.713000297546387)
(-3.4896247386932373, -0.6158161759376526, 7.744000434875488)
(-2.1717607975006104, -0.39856281876564026, 5.01200008392334)
(-2.071270704269409, -0.39593860507011414, 4.979000091552734)
(-1.9870734214782715, -0.39633622765541077, 4.984000205993652)
(-1.91261887550354, -0.39880138635635376, 5.015000343322754)
(-1.8472850322723389, -0.40349316596984863, 5.074000358581543)
(-1.7982866764068604, -0.41239961981773376, 5.186000347137451)
(-0.9685744643211365, -0.23379383981227875, 2.940000057220459)
(-0.9026980400085449, -0.2299768030643463, 2.892000198364258)
(-0.8467385768890381, -0.22838635742664337, 2.872000217437744)
(-0.7953566908836365, -0.22790923714637756, 2.866000175476074)
(-0.7467846274375916, -0.22822731733322144, 2.870000123977661)
(-0.7002601027488708, -0.2292611002922058, 2.883000135421753)
(-0.6555413007736206, -0.23109009861946106, 2.9060001373291016)
(-0.612525463104248, -0.23387335240840912, 2.94100022315979)
(-0.5721170902252197, -0.23824705183506012, 2.996000051498413)
(-0.5419599413871765, -0.24818727374076843, 3.121000051498413)
(-3.7718074321746826, -0.4835650622844696, 7.773000240325928)
(-3.6091740131378174, -0.47983241081237793, 7.713000297546387)
(-3.4896247386932373, -0.4817609190940857, 7.744000434875488)
(-2.1717607975006104, -0.31180083751678467, 5.01200008392334)
(-2.071270704269409, -0.3097479045391083, 4.979000091552734)
(-1.9866747856140137, -0.30999672412872314, 4.9830002784729)
(-1.91261887550354, -0.3119874894618988, 5.015000343322754)
(-1.8472850322723389, -0.31565791368484497, 5.074000358581543)
(-1.7979400157928467, -0.3225633203983307, 5.185000419616699)
(-0.9685744643211365, -0.18289993703365326, 2.940000057220459)
(-0.9026980400085449, -0.17991381883621216, 2.892000198364258)
(-0.8467385768890381, -0.17866960167884827, 2.872000217437744)
(-0.7953566908836365, -0.17829634249210358, 2.866000175476074)
(-0.7467846274375916, -0.17854517698287964, 2.870000123977661)
(-0.7002601027488708, -0.17935392260551453, 2.883000135421753)
(-0.6555413007736206, -0.18078477680683136, 2.9060001373291016)
(-0.612525463104248, -0.18296214938163757, 2.94100022315979)
(-0.5721170902252197, -0.18638375401496887, 2.996000051498413)
(-0.5417863130569458, -0.19409789144992828, 3.120000123977661)
(-3.7718074321746826, -0.34900781512260437, 7.773000240325928)
(-3.6091740131378174, -0.34631380438804626, 7.713000297546387)
(-3.4896247386932373, -0.3477057218551636, 7.744000434875488)
(-2.1717607975006104, -0.22503887116909027, 5.01200008392334)
